,name,album,artist,release_date,length,popularity,track_id,mode,acousticness,danceability,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,duration_ms,time_signature,genre
22,Shallow,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,215733,85,2VxeLyX666F8uXCJ0dZF8B,1,0.371,0.5720000000000001,0.385,0.0,0.231,0.323,-6.362,0.0308,95.79899999999999,215733,4,"['dance pop', 'pop']"
23,Porque Eu Te Amo,O Tempo É Agora,ANAVITÓRIA,2018-08-03,216829,67,3idU6lZVKD6hvGjnpSHde8,1,0.623,0.581,0.613,1.75e-05,0.212,0.214,-9.443999999999999,0.0372,90.098,216829,4,"['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop']"
24,Propaganda - Ao Vivo,Terra Sem Cep (ao Vivo),Jorge & Mateus,2018-02-23,141934,67,74n5d5M21JnC4WJ6gdkggK,1,0.381,0.614,0.782,0.0,0.399,0.77,-4.603,0.0605,167.95,141935,4,"['pop nacional', 'sertanejo universitario']"
25,Peça Felicidade,Melim,Melim,2018-06-08,166512,67,5TgOqvnvUNmd1kciGvjyXC,0,0.155,0.7070000000000001,0.583,0.0,0.3,0.7879999999999999,-7.475,0.0429,97.21,166512,4,"['mpb', 'nova mpb', 'pop nacional']"
26,Morena,Adrenalizou,Vitor Kley,2018-10-18,164560,67,235BOGYon3gz23rKrtNwle,0,0.0864,0.574,0.7140000000000001,0.0,0.116,0.434,-4.516999999999999,0.244,83.363,164560,4,"['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop']"
27,Cobaia,Lauana Prado,Lauana Prado,2018-06-08,219442,67,1xyVMQx51Kab6eLVtE6twx,1,0.125,0.7509999999999999,0.7090000000000001,0.0,0.807,0.515,-4.216,0.0382,114.094,219442,4,"['sertanejo pop', 'sertanejo universitario']"
28,Ocean,Ocean,Alok,2018-04-26,174001,67,4nraNqonMyfc0U3o8VeXVu,1,0.197,0.655,0.684,0.0036,0.278,0.27,-5.18,0.0269,110.037,174002,4,"['brazilian edm', 'edm', 'electro house', 'pop house']"
29,Luxúria,Pecado Capital,Xamã,2018-05-24,185310,66,5kuUOpHZlZjL8b7HXkxRsm,1,0.301,0.737,0.564,0.0,0.0985,0.684,-8.293,0.316,140.075,185311,4,"['nova mpb', 'r&b brasileiro']"
30,Barcelona (Papasessions #2),Barcelona (Papasessions #2),Pk,2018-08-17,223200,66,52MJVyhsHAvyXVdzqKw9UC,0,0.546,0.821,0.506,0.0,0.106,0.863,-9.024,0.0363,124.934,223200,4,[]
31,Praia do Rosa - Acústico,Praia do Rosa (Acústico),Oriente,2018-11-23,256523,66,5lYKob6hewwt3dcy5kWMfF,0,0.273,0.57,0.595,0.0,0.151,0.779,-8.797,0.216,90.65299999999999,256524,4,"['latin jazz', 'musica tradicional cubana']"
32,A Morte do Autotune,A Morte do Autotune,Matuê,2018-12-25,216710,66,4MF0VMffyxHsy3GZwwUnAs,0,0.363,0.615,0.529,0.0,0.266,0.35,-9.255,0.262,151.786,216711,4,"['r&b brasileiro', 'rap cearense', 'trap brasileiro']"
33,Falling,Falling,Trevor Daniel,2018-10-05,159381,86,4TnjEaWOeW0eKTKIEvJyCa,0,0.123,0.785,0.431,0.0,0.0887,0.236,-8.756,0.0364,127.085,159382,4,"['alternative r&b', 'melodic rap', 'pop rap']"
34,Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruiz),Dayvi,2018-12-28,189817,78,4Clmg1g8n2yBYG13Z1oSdG,1,0.00903,0.745,0.972,0.465,0.297,0.556,-3.506,0.0774,128.031,189818,4,"['circuit', 'guaracha', 'perreo']"
35,Sou Teu Fã,Sou Teu Fã,Dennis DJ,2018-04-06,170956,66,5sjvZiR2SjOGJimYmHXfzd,1,0.115,0.777,0.659,0.0,0.0624,0.465,-5.907999999999999,0.0309,125.078,170956,4,"['brazilian edm', 'funk carioca', 'funk das antigas']"
36,Refém - Papasessions #3,Refém (Papasessions #3),Various Artists,2018-11-02,193170,66,33ofzuZUlI1cifUkR76cBZ,1,0.8370000000000001,0.68,0.425,0.0,0.12,0.725,-10.293,0.0454,123.017,193171,4,"['reggaeton', 'reggaeton flow']"
37,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,85,0e7ipj03S05BNilyu5bRzt,0,0.124,0.585,0.52,7.01e-05,0.131,0.129,-6.136,0.0712,159.801,218147,4,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']"
38,Solteiro Não Trai - Ao Vivo,Solteiro Não Trai (Ao Vivo),Gustavo Mioto,2018-12-07,187349,66,7oEr56KG6odStlQH0nvdyr,1,0.483,0.493,0.8320000000000001,0.0,0.956,0.599,-3.42,0.201,157.964,187349,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
39,In My Mind,In My Mind,Dynoro,2018-06-08,184560,81,0E9ZjEAyAwOXZ7wJC0PD33,1,0.176,0.6940000000000001,0.77,1.1e-05,0.118,0.163,-5.335,0.149,125.905,184560,4,"['edm', 'electro house', 'tropical house']"
40,Favela,Favela,Alok,2018-08-17,185104,65,2JVbZEpewmqNlSzmXJTx2E,0,0.0125,0.777,0.812,0.00233,0.0264,0.283,-3.206,0.0598,103.023,185105,4,"['brazilian edm', 'edm', 'electro house', 'pop house']"
41,Solução,Solução,UM44K,2018-09-21,249610,65,1vJhizGd0qtv4qXKzAm6Zr,0,0.645,0.5,0.444,0.0,0.102,0.385,-8.437000000000001,0.029,128.928,249611,4,"['funk carioca', 'nova mpb', 'pop rap brasileiro', 'sertanejo pop']"
42,Bixinho,Sinto Muito,DUDA BEAT,2018-04-27,205945,65,04RFAnuBZkyITGUNIbZHhb,1,0.225,0.685,0.501,0.0,0.096,0.366,-7.492000000000001,0.0334,147.919,205946,4,"['brazilian rock', 'folk brasileiro', 'mpb', 'nova mpb']"
43,De Dentro Pra Fora,De Dentro Pra Fora,Julia Vitória,2018-12-07,307213,65,56tz4dLbydeQGTcWs7nMHa,1,0.585,0.463,0.481,0.0,0.1,0.12,-5.895,0.0282,74.95100000000001,307213,4,['adoracao']
44,Me Negaram Amor,Me Negaram Amor,Cynthia Luz,2018-04-18,288000,65,4oH03lpFiysmcWex1AyddD,0,0.6890000000000001,0.517,0.46,0.0,0.0717,0.534,-11.733,0.328,95.012,288000,4,"['brazilian edm', 'brazilian hip hop']"
45,Pouca Pausa,Pouca Pausa,Clau,2018-06-15,279756,65,2odzriVVZBwYOiYJEj30tm,0,0.194,0.8859999999999999,0.583,0.0,0.0922,0.883,-6.638999999999999,0.149,103.006,279757,4,"['electropop', 'indie pop', 'la indie', 'pop']"
46,N,N,Nando Reis,2018-12-14,214464,65,7iNcOVH9n4EEY2rwWAQOsA,1,0.718,0.517,0.479,0.0,0.115,0.546,-8.201,0.028,149.182,214464,4,"['brazilian rock', 'mpb', 'pop rock brasileiro']"
47,"Ai, Amor",O Tempo É Agora,ANAVITÓRIA,2018-08-03,220566,65,3bR8wBqLky6b61ROJlaBEF,1,0.546,0.725,0.532,0.00131,0.0969,0.5589999999999999,-10.531,0.0457,103.94,220567,4,"['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop']"
48,Imprevisível,Imprevisível,Tribo da Periferia,2018-06-04,241343,65,56i4PuApPOoMOT5R1Wx4ZI,0,0.5589999999999999,0.6920000000000001,0.408,0.0,0.11,0.329,-8.02,0.0693,144.005,241343,4,"['brazilian edm', 'rap df']"
49,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,2018-04-06,214846,82,7ef4DlsgrMEH11cDZd32M6,0,0.03700000000000001,0.7909999999999999,0.862,2.19e-05,0.0814,0.5920000000000001,-3.24,0.11,123.994,214847,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
50,Beijo Com Trap,Beijo Com Trap,Hungria Hip Hop,2018-06-21,187882,64,37LmF3FHmdMQErxJJUQaSd,0,0.436,0.904,0.418,2.23e-05,0.106,0.51,-10.961,0.0565,120.004,187882,4,"['brazilian edm', 'brazilian hip hop', 'rap df', 'trap brasileiro']"
51,I Will Find,I Will Find,Vintage Culture,2018-09-28,224733,67,2bbfiUnH4CATlekDS1dxNr,0,0.144,0.922,0.535,0.271,0.552,0.382,-8.171,0.0484,123.972,224734,4,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house']"
52,Mandona - Acústico,Mandona (Acústico),Oriente,2018-11-19,239999,64,0R4dwzW253KTxchGryT1H6,0,0.339,0.652,0.4,0.0,0.105,0.556,-11.284,0.447,88.755,239999,4,"['latin jazz', 'musica tradicional cubana']"
53,Hipnotizou,Melim,Melim,2018-06-08,158624,64,5ZFqYsgI09PaUbH5vkrufz,0,0.569,0.557,0.632,0.0,0.386,0.623,-7.357,0.0772,78.436,158624,4,"['mpb', 'nova mpb', 'pop nacional']"
54,Péssimo Negócio (Ao Vivo),Péssimo Negócio (Ao Vivo),Dilsinho,2018-10-31,201377,64,3FOOdP48VrHCAviC34L84Q,1,0.8009999999999999,0.5379999999999999,0.6509999999999999,0.0,0.948,0.544,-5.805,0.0336,148.03,201378,4,"['pagode', 'pagode novo']"
55,Poesia Acústica #4: Todo Mundo Odeia Acústico,Poesia Acústica #4: Todo Mundo Odeia Acústico,Various Artists,2018-02-26,505482,64,4nwQ1SG9CsAl4XoKuScF0r,0,0.199,0.7070000000000001,0.622,0.0,0.121,0.6940000000000001,-9.639,0.275,131.988,505483,4,"['reggaeton', 'reggaeton flow']"
56,É natural (Participação especial de Bruno Cardoso) - Ao vivo,"Prazer, eu sou Ferrugem (Ao vivo)",Ferrugem,2018-03-16,207093,64,0vT797IpZpF5o1XLCnWCUL,0,0.531,0.4970000000000001,0.74,0.0,0.486,0.478,-5.475,0.0447,76.139,207093,4,['pagode']
57,Havana (feat. Young Thug),Camila,Camila Cabello,2018-01-12,217306,81,1rfofaqEpACxVEHIZBJe6W,1,0.184,0.765,0.523,3.56e-05,0.132,0.394,-4.333,0.03,104.988,217307,4,"['dance pop', 'pop', 'post-teen pop']"
58,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,2018-10-08,179080,85,4ZLzoOkj0MPWrTLvooIuaa,0,0.72,0.498,0.235,0.0,0.144,0.0895,-16.541,0.188,118.917,179080,4,"['pop', 'sad rap']"
59,Sinto sua falta - Ao vivo,"Prazer, eu sou Ferrugem (Ao vivo)",Ferrugem,2018-03-16,204681,64,3eWHUE5D5R19q7BvOX7NSJ,1,0.746,0.5479999999999999,0.643,0.0,0.961,0.6679999999999999,-6.57,0.0416,143.929,204681,4,['pagode']
60,Rap do Itachi: Essa Dor Que Causei... (NERD HITS),Rap do Itachi: Essa Dor Que Causei... (NERD HITS),7 Minutoz,2018-06-05,192060,64,1AiQsM4HVi0A3xxrXKvdxu,0,0.636,0.525,0.617,0.0,0.131,0.336,-8.081,0.0852,180.252,192060,4,['nerdcore brasileiro']
61,Me Desculpa Jay Z,Bluesman,Baco Exu do Blues,2018-11-23,212436,64,2BF6mQdYAkLmeRQmX7YyPy,1,0.0817,0.375,0.716,0.0,0.1,0.179,-7.51,0.685,71.18,212436,3,"['brazilian hip hop', 'pop rap brasileiro', 'rap baiano', 'trap brasileiro']"
62,Filho do Mato,Filho do Mato,Raí Saia Rodada,2018-05-25,172571,64,6cvFwzez8ZbEWPTs5A0vAm,1,0.562,0.631,0.9179999999999999,7.06e-06,0.337,0.943,-4.763999999999999,0.0345,159.83,172571,4,['forro']
63,"Barulho de Chuva Super Relaxante, Pt. 03",Barulho de Chuva Super Relaxante,Chuva Para Dormir,2018-12-13,96966,64,4rjIf9U6EWgPv60WzI6N70,1,0.135,0.214,0.889,0.95,0.628,0.00268,-27.634,0.0505,53.153,96967,4,[]
64,Deus Proverá,Deus Proverá,Gabriela Gomes,2018-03-16,358240,64,1XGPIdV19Qp3p7aBGhP6EQ,1,0.192,0.325,0.578,0.0,0.107,0.155,-5.785,0.0286,142.859,358240,4,['adoracao']
65,God's Plan,Scorpion,Drake,2018-06-29,198973,83,6DCZcSspjsKoFjzjrWoCdn,1,0.0332,0.754,0.449,8.290000000000001e-05,0.552,0.357,-9.211,0.109,77.169,198973,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
66,Bad Liar,Origins (Deluxe),Imagine Dragons,2018-11-09,260773,81,2RSHsoi04658QL5xgQVov3,1,0.0722,0.383,0.637,0.0,0.368,0.0827,-6.992999999999999,0.0703,177.913,260773,4,"['modern rock', 'pop', 'rock']"
67,Hoje Eu Vou Parar Na Gaiola,Hoje Eu Vou Parar Na Gaiola,Mc Livinho,2018-10-17,177093,64,0IQCOAw9ZAI6WnXIrl481F,1,0.0331,0.65,0.361,0.0,0.0978,0.8440000000000001,-7.153,0.404,89.803,177094,4,"['brega funk', 'funk carioca', 'funk das antigas', 'funk ostentacao']"
68,God is a woman,Sweetener,Ariana Grande,2018-08-17,197546,80,5OCJzvD7sykQEKHH7qAC3C,1,0.0233,0.602,0.6579999999999999,5.999999999999999e-05,0.237,0.268,-5.934,0.0558,145.031,197547,4,"['dance pop', 'pop', 'post-teen pop']"
69,Sunflower - Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,2018-12-14,158040,85,3KkXRkHbMCARz0aVfEt68P,1,0.556,0.76,0.479,0.0,0.0703,0.9129999999999999,-5.574,0.0466,89.911,158040,4,"['reggaeton', 'reggaeton flow']"
70,Na Hora de Amar - Ao Vivo,O Embaixador (ao Vivo),Gusttavo Lima,2018-10-26,325516,63,1xCpKtc4kC9sgF0FRc43u2,1,0.149,0.675,0.75,0.0,0.9159999999999999,0.385,-4.236000000000001,0.0471,87.99,325517,4,"['pop nacional', 'sertanejo universitario']"
71,Partilhar,Casas,Rubel,2018-03-02,337308,64,3WVBQjDRoUUTJnWVaUUEHL,1,0.826,0.478,0.279,0.07,0.153,0.336,-10.959,0.0866,115.047,337308,4,[]
72,Ai Ai Ai - Felguk & Cat Dealers Remix,Ai Ai Ai (Felguk & Cat Dealers Remix),Vanessa Da Mata,2018-04-13,200322,65,56yFJewuZr1kKfYu2O35nx,1,0.00882,0.575,0.9129999999999999,0.000183,0.295,0.266,-3.831,0.0579,123.971,200323,4,"['mpb', 'nova mpb']"
73,Infarto,Querosene e o Violão,Diego & Victor Hugo,2018-11-05,161403,63,0XEJ7eph2IWFYZc73Jm3n2,1,0.276,0.619,0.7959999999999999,0.0,0.173,0.605,-4.516,0.0346,124.817,161404,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
74,Cante por Nós,Cante por Nós,Vintage Culture,2018-03-09,209032,63,7q4aClIlFcgyVQDACJQdmG,0,0.048,0.7759999999999999,0.8190000000000001,0.000325,0.0897,0.735,-5.212999999999999,0.057,124.043,209032,4,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house']"
75,Plaqtudum,Plaqtudum,Recayd Mob,2018-09-19,175440,63,6TLHo63Z3wqHkW6adVeEwZ,1,0.271,0.89,0.74,1.06e-05,0.118,0.0683,-6.367000000000001,0.0681,122.023,175441,4,"['brazilian hip hop', 'trap brasileiro']"
76,Natural,Origins (Deluxe),Imagine Dragons,2018-11-09,189466,81,2FY7b99s15jUprqC0M5NCT,1,0.217,0.7040000000000001,0.611,0.0,0.0812,0.22,-6.112,0.0409,100.0,189467,4,"['modern rock', 'pop', 'rock']"
77,Better Now,beerbongs & bentleys,Post Malone,2018-04-27,231266,84,7dt6x5M1jzdTEt8oCbisTK,1,0.331,0.68,0.578,0.0,0.135,0.341,-5.803999999999999,0.04,145.038,231267,4,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']"
78,Status Que Eu Não Queria - Ao Vivo,Esquece o Mundo Lá Fora (Ao Vivo) - Deluxe,Zé Neto & Cristiano,2018-07-13,153934,63,43tDjfz9Inw7Soy0jzxowN,1,0.59,0.58,0.871,0.0,0.564,0.9109999999999999,-4.052,0.209,117.622,153934,4,['sertanejo pop']
79,Planos,Gigantes,BK,2018-10-13,219334,63,7eYEQnY6Lzh3Y8jSOt3xEF,0,0.116,0.457,0.763,0.0,0.188,0.119,-6.985,0.0832,90.259,219334,4,['vapor trap']
80,Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,2018-08-17,213309,80,5N5k9nd479b1xpDZ4usjrg,1,0.0119,0.7809999999999999,0.768,4.91e-06,0.325,0.486,-5.991000000000001,0.0394,123.07,213309,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
81,FRIENDS,FRIENDS,Marshmello,2018-02-09,202620,81,08bNPGLD8AhKpnnERrAc6G,0,0.205,0.626,0.88,0.0,0.128,0.534,-2.384,0.0504,95.079,202621,4,"['chicago rap', 'melodic rap']"
82,Bilhete 2.0 (feat. Luccas Carlos),Crise,Rashid,2018-01-19,223488,63,23DMhYv6WjRmIRck1Uwjev,0,0.177,0.628,0.7240000000000001,0.0,0.095,0.6679999999999999,-6.741000000000001,0.216,87.986,223488,4,[]
83,Chovendo Inimigo,Chovendo Inimigo,Hungria Hip Hop,2018-11-30,160421,63,3g0KPXd30xVTmZEVf9P4FX,1,0.179,0.703,0.6990000000000001,0.0,0.415,0.279,-4.666,0.192,94.955,160421,4,"['brazilian edm', 'brazilian hip hop', 'rap df', 'trap brasileiro']"
84,Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,187931,82,58wyJLv6yH1La9NIZPl3ne,1,0.894,0.522,0.128,0.026,0.0941,0.124,-18.717,0.0357,109.986,187932,4,"['pop', 'sad rap']"
85,Só Pra Castigar,Ws Mais uma Vez,Wesley Safadão,2018-09-12,163850,63,2X8sssaxS5GReg6945B6RW,1,0.0201,0.6809999999999999,0.94,0.0,0.578,0.648,-1.77,0.0386,124.015,163851,4,['forro']
86,Eu Não Iria - Ao Vivo,O Embaixador (ao Vivo),Gusttavo Lima,2018-10-26,197766,63,09Q3su74ehVmR87tA3msB9,1,0.279,0.823,0.836,0.0,0.7759999999999999,0.682,-2.566,0.0629,120.021,197767,4,"['pop nacional', 'sertanejo universitario']"
87,Bem Melhor,Bem Melhor,Lagum,2018-06-12,183050,63,00vOICbp9QDX7e0R9l0Vl6,0,0.0139,0.841,0.493,2.46e-05,0.297,0.55,-7.099,0.0295,118.041,183051,4,"['belo horizonte indie', 'brazilian edm', 'funk carioca', 'nova mpb']"
88,Agora é Tudo Meu,Agora é Tudo Meu,Dennis DJ,2018-12-07,171998,65,5yH8pYxNckOU1cxfPsMIaz,0,0.7,0.848,0.9329999999999999,2.81e-06,0.184,0.506,-3.306,0.106,139.998,171998,4,"['brazilian edm', 'funk carioca', 'funk das antigas']"
89,Nav,Nav,Jovem Dex,2018-10-29,162010,63,4Zq5YPxtUcKTkXzVsSmAjl,0,0.441,0.725,0.68,0.0,0.291,0.299,-6.421,0.0901,119.961,162010,4,"['trap baiano', 'trap brasileiro']"
90,Céu Azul,Céu Azul,Ana Gabriela,2018-01-19,208219,63,2GvbK34eLArbttr0bXRu4l,0,0.861,0.684,0.341,0.0,0.14,0.427,-8.829,0.0332,120.109,208219,4,"['folk brasileiro', 'nova mpb']"
91,Era uma Vez,Girassol,Kell Smith,2018-04-27,224000,63,0ctRDZD6Nk8z8NtmoWwcC8,1,0.451,0.685,0.458,0.0,0.134,0.159,-6.757000000000001,0.031,94.867,224000,4,['nova mpb']
92,no tears left to cry,Sweetener,Ariana Grande,2018-08-17,205920,81,2qT1uLXPVPzGgFOx4jtEuo,0,0.04,0.6990000000000001,0.713,3.11e-06,0.294,0.354,-5.507000000000001,0.0594,121.993,205920,4,"['dance pop', 'pop', 'post-teen pop']"
93,Mi'adama,Mi'adama,Sidoka,2018-02-16,268221,63,25lPu9fWNvR56IJgdfXbaj,1,0.259,0.6659999999999999,0.659,0.0,0.125,0.175,-7.096,0.37,114.986,268221,4,"['brazilian hip hop', 'rap mineiro']"
94,Cidade Vizinha - Ao Vivo,Menos É Mais (Ao Vivo),Henrique & Juliano,2018-10-05,178903,63,6pgoGpBkKUvXrrU95j0khl,1,0.698,0.565,0.555,0.0,0.612,0.308,-7.221,0.0284,94.898,178904,4,"['pagode', 'pagode novo']"
95,De Peça em Peça,De Peça em Peça,Matuê,2018-02-01,238863,63,2612O5JZ2GzegFlhojZlWg,0,0.276,0.7879999999999999,0.4320000000000001,0.0,0.12,0.672,-13.224,0.139,132.016,238864,4,"['r&b brasileiro', 'rap cearense', 'trap brasileiro']"
96,Save Me (feat. MKLA),Save Me (feat. MKLA),Vintage Culture,2018-12-21,193548,64,5WxtmHAcrDbghHVGupu18h,1,0.0965,0.639,0.5539999999999999,0.000866,0.167,0.327,-12.265,0.0769,123.888,193548,4,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house']"
97,Yeshua,Yeshua,Heloisa Rosa,2018-07-05,343344,62,6466PQ9yTWUsEr1sWBpH2w,1,0.194,0.407,0.456,3.879999999999999e-05,0.107,0.168,-9.351,0.0283,137.867,343344,4,"['adoracao', 'brazilian gospel', 'rock gospel brasileiro']"
