,name,album,artist,release_date,length,popularity,track_id,mode,acousticness,danceability,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,duration_ms,time_signature,genre
682,Baianá (feat. Barbatuques & 2STRANGE),Baianá (feat. Barbatuques & 2STRANGE),Alok,2018-06-15,139614,53,20B8QudwR3rtOnZo6hswab,1,0.0123,0.6659999999999999,0.8740000000000001,0.0127,0.318,0.395,-6.103,0.0508,94.98700000000001,139614,4,"['brazilian edm', 'edm', 'electro house', 'pop house']"
683,Máscaras,Máscaras,Delacruz,2018-10-05,306141,52,1YcAHAuurahm6s1RVN8fzX,0,0.161,0.7070000000000001,0.517,0.0,0.094,0.188,-8.156,0.478,127.195,306142,4,['funk carioca']
684,Too Little Too Late - 2018,The High Road (2018),JoJo,2018-12-20,223533,67,3hc7PLcmuZbJGPjhIore1i,0,0.00302,0.394,0.821,0.019,0.186,0.509,-4.303999999999999,0.0404,82.764,223533,4,['meme rap']
685,Vai Sentando Sem Compromisso - Radio Edit,Vai Sentando Sem Compromisso (Radio Edit),Mc Alysson,2018-09-24,192052,52,3YXBNLStlE1G6bOniRFsaO,1,0.679,0.833,0.8809999999999999,0.000135,0.0793,0.682,-7.294,0.454,149.962,192052,4,['funk carioca']
686,Se Eu Te Procurar,Do Jeito que Nóis Gosta 2,Diego & Arnaldo,2018-01-29,161529,52,7dYm9m4c51h4IeICvu6b1O,1,0.755,0.721,0.782,0.0,0.405,0.727,-4.236000000000001,0.0497,123.121,161529,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
687,Under Pressure - Remastered,Bohemian Rhapsody (The Original Soundtrack),Queen,2018-10-19,244484,63,6suU8oBlW4O2pg88tOXgHo,1,0.395,0.672,0.6990000000000001,0.0,0.094,0.46,-7.831,0.0475,113.737,244485,4,"['pop', 'pop rap']"
688,Treta em Treta,Hit dos Fluxos,Dj Henrique de Ferraz,2018-05-25,199448,52,7dciEubaJg2SgJHc0yGNyo,1,0.6629999999999999,0.87,0.494,0.0,0.381,0.35,-3.31,0.449,86.62299999999999,199448,3,"['funk bh', 'funk carioca', 'funk ostentacao']"
689,Buenos Aires,Subliminar,MC Igu,2018-02-09,184764,52,5MEUlmD0aDyMuHHmeqRuTD,1,0.228,0.8440000000000001,0.537,0.0,0.117,0.493,-8.44,0.137,130.027,184764,4,"['brazilian hip hop', 'trap brasileiro']"
690,Youngblood,Youngblood,5 Seconds of Summer,2018-04-12,203417,75,55S2PQgSMYAhgoTCcGCDfw,0,0.0169,0.596,0.8540000000000001,0.0,0.124,0.152,-5.114,0.463,120.274,203418,4,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
691,NO BYSTANDERS,ASTROWORLD,Travis Scott,2018-08-03,218283,75,6OaVWaGfhXn70ZJfdVcabn,1,0.0204,0.731,0.8109999999999999,0.0,0.411,0.426,-3.225,0.0712,147.045,218284,4,['rap']
692,High (& Dua Lipa),Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,2018-02-09,196706,66,3dD9yyYTQ73SZvyOygyKva,0,0.0922,0.708,0.552,0.0,0.0541,0.6859999999999999,-5.552,0.21,147.834,196707,4,"['reggaeton', 'reggaeton flow']"
693,Din Din Din (Participação especial de MC Pupio e MC Doguinha),Din Din Din (Participação especial de MC Pupio e MC Doguinha),Ludmilla,2018-06-06,184607,54,78Q2gghkt8iLJ7J0Uc4QYb,1,0.214,0.8690000000000001,0.622,0.0,0.0527,0.887,-5.841,0.23,140.039,184607,4,['pagode']
694,Fulminante - Ao Vivo,A Voz Do Meu Samba - Ao Vivo,Mumuzinho,2018-10-26,200432,52,1zDIL94Gj8tWDJ2q2OVbNn,1,0.436,0.5479999999999999,0.9,0.0,0.945,0.779,-7.17,0.07200000000000001,80.01899999999999,200433,4,"['pagode', 'pagode novo']"
695,Você Tem,Você Tem,Dreicon,2018-04-30,164583,53,6MMeHHFx8H30NoxkfAD5Bn,1,0.732,0.7140000000000001,0.479,0.0,0.117,0.5529999999999999,-5.313,0.0566,143.956,164583,4,"['nova mpb', 'r&b brasileiro']"
696,Modo Avião - AcúsTHico,AcúsTHico 2,Thiaguinho,2018-11-23,164074,52,3dWMvkaRAPoBIYlFCiSOSD,1,0.7440000000000001,0.718,0.448,0.0,0.105,0.97,-6.957000000000001,0.0972,83.912,164075,4,"['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca']"
697,Distante do Perfeito - Ao Vivo,Terra Sem Cep (ao Vivo),Jorge & Mateus,2018-02-23,205783,52,4jCK9FJrxb8eB5vJpUsrLb,1,0.509,0.725,0.746,0.0,0.618,0.7170000000000001,-4.318000000000001,0.0761,96.995,205784,4,"['pop nacional', 'sertanejo universitario']"
698,Nada pra Fazer / Nascente da Paz - Ao Vivo,A Força do Nosso Som (Ao Vivo),Vou pro Sereno,2018-08-31,253954,52,0V6apw7D9uDPkcgDgO62od,0,0.72,0.499,0.872,1.89e-06,0.7909999999999999,0.871,-5.819,0.0518,117.343,253955,4,"['pagode', 'pagode novo', 'samba moderno']"
699,Tocando em Frente,Ensaio,Almir Sater,2018-05-18,130830,52,0tmLxce2w4Mxf9gGxRceVl,1,0.9420000000000001,0.51,0.0899,0.0,0.112,0.568,-17.227,0.0478,102.047,130831,1,"['folk brasileiro', 'mpb', 'sertanejo', 'viola caipira']"
700,DNA,Love Yourself 結 'Answer',BTS,2018-08-24,223122,74,6Z7m5DLNPOaPg9T6nXK0rQ,0,0.0223,0.599,0.774,0.0,0.0669,0.696,-4.013999999999999,0.0541,129.819,223123,4,"['k-pop', 'k-pop boy group']"
701,Novinha Você É uma Flor,Novinha Você É uma Flor,MCs Thin e Alexandre,2018-06-22,143971,53,4kiauw5SBqEsu5GuGD09aM,1,0.23,0.86,0.469,0.0,0.0988,0.769,-6.262,0.109,130.126,143971,4,['funk carioca']
702,Radio Ga Ga - Live Aid,Bohemian Rhapsody (The Original Soundtrack),Queen,2018-10-19,245680,68,0YwBZKT8JE4U5TwmYE9BV9,1,0.0138,0.406,0.934,0.0,0.955,0.395,-6.667999999999999,0.0845,118.823,245680,4,"['pop', 'pop rap']"
703,Cidade Lunar,Cidade Lunar,Konai,2018-07-20,169173,52,6y5fR03IqeL56tHtKiwUaO,0,0.893,0.364,0.25,2.49e-05,0.103,0.322,-11.34,0.0359,101.789,169173,1,"['brazilian hip hop', 'pop rap brasileiro']"
704,Don't Stop Me Now - ...Revisited,Bohemian Rhapsody (The Original Soundtrack),Queen,2018-10-19,217824,67,3INsYP1Y8GG4qJvBsKCdXC,1,0.0152,0.465,0.917,0.02,0.286,0.39,-6.331,0.237,155.061,217824,4,"['pop', 'pop rap']"
705,Amour plastique,Amour plastique,Videoclub,2018-09-08,227026,73,7M3HuQRRAm1QD4kftmq0bb,0,0.765,0.7,0.354,0.00158,0.128,0.245,-14.043,0.0345,119.965,227027,4,"['french indie pop', 'french synthpop']"
706,Alone,Different World,Alan Walker,2018-12-14,160426,73,3LlmKSHR3Rs0Y3KHQLAYDk,1,0.229,0.6729999999999999,0.914,0.000478,0.186,0.183,-3.962,0.0496,97.021,160427,4,['electro house']
707,Atos 2 (feat. Gabriela Rocha),Atos 2 (feat. Gabriela Rocha),ALEXANDRE APOSAN,2018-11-30,342221,52,5bvOdRoFQQRHyhdEJ5jk9L,1,0.036,0.362,0.728,3.59e-05,0.486,0.342,-7.872999999999999,0.06,159.088,342222,3,"['groove gospel', 'reggae cristao']"
708,Be Alright,Be Alright,Dean Lewis,2018-06-29,196373,82,3EPXxR3ImUwfayaurPi3cm,1,0.6970000000000001,0.5529999999999999,0.586,0.0,0.0813,0.4429999999999999,-6.319,0.0362,126.684,196373,4,"['australian pop', 'pop']"
709,Eu Vou pro Baile da Gaiola,Eu Vou pro Baile da Gaiola,MC Kevin o Chris,2018-09-14,123219,52,7rvW49PvaFKGyfeoxay9Go,0,0.8240000000000001,0.8320000000000001,0.9570000000000001,0.000372,0.0673,0.642,-3.212,0.105,152.073,123220,4,"['funk 150 bpm', 'funk carioca']"
710,Rebeca,Rebeca,Mc Livinho,2018-03-02,205879,53,4fPUiN5BT02UXJkGlphfNs,0,0.05,0.616,0.53,0.0,0.0985,0.17,-6.581,0.0386,145.134,205880,4,"['brega funk', 'funk carioca', 'funk das antigas', 'funk ostentacao']"
711,I Want To Break Free,Bohemian Rhapsody (The Original Soundtrack),Queen,2018-10-19,223080,69,7iAqvWLgZzXvH38lA06QZg,1,0.105,0.807,0.414,2.57e-05,0.0813,0.502,-8.902999999999999,0.0352,108.944,223080,4,"['pop', 'pop rap']"
712,Wasabi,LM5 (Deluxe),Little Mix,2018-11-16,154786,73,7IOuCLt770D8v0u3SVaDeI,1,0.00451,0.847,0.6559999999999999,0.0008539999999999999,0.143,0.234,-4.976,0.115,114.001,154787,4,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
713,Quem Dizes Que Eu Sou,Quem Dizes Que Eu Sou,Hillsong Em Português,2018-03-30,334496,52,0XCJhazlavQEh6gK4UjO3t,1,0.00122,0.339,0.545,0.0,0.0791,0.0893,-6.907,0.0318,172.005,334497,3,"['adoracao', 'world worship']"
714,all the kids are depressed,glisten,Jeremy Zucker,2018-05-04,169973,79,75ls0gurX68lUmMjE7QcsE,1,0.836,0.773,0.4370000000000001,2.42e-05,0.544,0.7070000000000001,-8.281,0.0963,103.861,169973,4,['pop']
715,HOUSTONFORNICATION,ASTROWORLD,Travis Scott,2018-08-03,217828,73,58TaFP5j5i9swOf584yon2,0,0.0985,0.6890000000000001,0.723,0.0,0.158,0.288,-4.052,0.0836,160.042,217828,4,['rap']
716,Três Pontinhos - Ao Vivo,Terra Sem Cep (ao Vivo),Jorge & Mateus,2018-02-23,150861,52,43nkDm3QmUcioZTbNWzwMK,1,0.273,0.591,0.882,0.0,0.359,0.8,-4.311,0.109,171.837,150861,4,"['pop nacional', 'sertanejo universitario']"
717,ASTROTHUNDER,ASTROWORLD,Travis Scott,2018-08-03,142969,73,4MXhiYIRDMGAuvZc5IFTwC,0,0.142,0.7,0.46,4.81e-05,0.111,0.286,-8.111,0.0661,151.901,142969,4,['rap']
718,Só Quem Tem Raiz,Renovo,Sarah Farias,2018-03-09,303717,52,5GdKQayfNJloGuqAmZCRuA,1,0.325,0.546,0.633,6.39e-06,0.0966,0.385,-9.865,0.0403,150.024,303717,4,['brazilian gospel']
719,Neném - Ao Vivo,Gabi Martins (Ao Vivo),Gabi Martins,2018-09-14,166902,52,2Yz14TQlxNXHmnkml4TyDL,1,0.295,0.778,0.46,0.0,0.359,0.468,-8.772,0.0314,118.061,166903,4,['sertanejo pop']
720,Se Eu Engravidar a Culpa É Sua Não É Minha,Se Eu Engravidar a Culpa É Sua Não É Minha,Dj Gabriel do Borel,2018-12-20,131600,52,1MB3ET9X1PmSGCdmXU8DSq,1,0.193,0.8959999999999999,0.5489999999999999,0.0,0.127,0.892,-3.214,0.412,99.851,131600,3,"['funk carioca', 'funk ostentacao']"
721,Ainda Sou Tão Seu - Ao Vivo,Esquenta Do Felipe Araújo (Ao Vivo),Felipe Araújo,2018-05-17,162391,52,07PHNpknqZFw6N3GzNQWB8,1,0.188,0.725,0.6779999999999999,0.0,0.425,0.604,-5.268,0.0298,126.916,162392,4,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']"
722,Pot-Pourri: Ainda Gosto de Você / Luz do Desejo - Ao Vivo,Tardezinha 2 (Ao Vivo),Thiaguinho,2018-06-08,232166,52,16dJ8sdAuujepLYTiOSHMx,1,0.494,0.396,0.768,0.0,0.98,0.757,-6.101,0.0423,80.28399999999999,232166,4,"['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca']"
723,Nosso Xote,Com o Pé nas Nuvens,Bicho de Pé,2018-09-05,223826,52,1SA60f6E80FHeeYBwKSikE,1,0.528,0.614,0.516,0.0,0.205,0.732,-5.967000000000001,0.0416,144.652,223827,4,['forro tradicional']
724,Dessa Vez - Acústico,Dessa Vez (Acústico),Krawk,2018-08-05,208941,52,5QzR5cIdm7C9in8jFfYBiJ,0,0.282,0.7440000000000001,0.411,0.0,0.108,0.238,-9.219,0.3,84.81700000000001,208941,4,['trap brasileiro']
725,Prom Queen,Prom Queen,Beach Bunny,2018-08-10,136562,76,6MpCaSIOfqBqbMED4kXgNY,1,0.000391,0.528,0.797,0.011,0.14,0.7509999999999999,-7.487,0.0485,143.785,136562,4,"['chicago indie', 'indie pop']"
726,A Música da Mãe,A Música da Mãe,Djonga,2018-08-24,218250,52,2YD8rHthWUwXAyucqI5gYm,0,0.246,0.8759999999999999,0.476,0.0,0.178,0.516,-8.892000000000001,0.328,127.958,218250,4,"['brazilian hip hop', 'funk carioca', 'pop rap brasileiro']"
727,Epitáfio,Epitáfio,Alok,2018-12-28,155409,52,5odQOYACbwu0fuBkTJe04X,1,0.178,0.7609999999999999,0.528,4.64e-06,0.125,0.32,-10.775,0.0757,122.045,155410,4,"['brazilian edm', 'edm', 'electro house', 'pop house']"
728,Antídoto - Ao Vivo,Intensamente Hoje!,Matheus & Kauan,2018-05-10,182178,52,1k7LzLJztXUcMl33v3Jxfv,1,0.0714,0.467,0.9259999999999999,0.0,0.381,0.605,-4.175,0.163,178.119,182179,4,"['pop nacional', 'sertanejo universitario']"
729,"Fé, Prego e Maderite","Fé, Prego e Maderite",MC Neguinho do Kaxeta,2018-12-19,224184,52,1BpUvKBSC58BBUjcHX3H1n,0,0.268,0.649,0.469,0.0,0.0922,0.466,-11.425,0.269,131.941,224184,4,"['funk carioca', 'funk ostentacao', 'funk paulista']"
730,Stay,beerbongs & bentleys,Post Malone,2018-04-27,204426,76,4H7WNRErSbONkM06blBoGc,1,0.449,0.507,0.48,0.0,0.147,0.35,-5.417999999999999,0.0266,86.046,204427,4,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']"
731,Estranho - Ao Vivo | Acústico,Agora É Que São Elas 2 (Ao Vivo | Acústico),Maiara & Maraisa,2018-04-13,157930,52,4NFqlsk3yQn7DULU8OGnfP,1,0.493,0.7390000000000001,0.504,0.0,0.0956,0.391,-5.925,0.0576,155.876,157931,4,"['batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista']"
732,Não Esqueço,Não Esqueço,Niara,2018-06-08,185217,52,3ycgRTqMzjmLMhWfuIKIcm,1,0.5429999999999999,0.805,0.513,0.0,0.194,0.355,-6.382999999999999,0.0442,114.989,185217,4,"['funk carioca', 'r&b brasileiro']"
733,Popotão Grandão,Popotão Grandão,Mc Neguinho do ITR,2018-01-03,132922,52,75E2xyRjYAsmjfDeAwdW0D,1,0.6509999999999999,0.9740000000000001,0.365,0.00272,0.0741,0.862,-7.372999999999999,0.0672,130.023,132923,4,"['funk carioca', 'funk ostentacao']"
734,Rap do Neji: O Preço da Liberdade (NERD HITS),Rap do Neji: O Preço da Liberdade (NERD HITS),7 Minutoz,2018-12-07,265890,52,6VQtVE7t7aQh3Xpwr12oa2,0,0.208,0.564,0.8490000000000001,0.0,0.359,0.315,-4.87,0.0394,102.058,265890,4,['nerdcore brasileiro']
735,Pot-Pourri: Recado a Minha Amada / Farol das Estrelas - Ao Vivo,Tardezinha 2 (Ao Vivo),Thiaguinho,2018-06-08,238377,52,2IOdtfgIb3joLpHvjd3NDP,1,0.517,0.564,0.738,0.0,0.972,0.75,-6.746,0.0354,156.111,238378,4,"['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca']"
736,Relaxa,#Relaxa,Clau,2018-01-12,186781,52,0Z5RbOBpD8YMndpkNNQaRQ,0,0.194,0.746,0.597,0.0,0.265,0.768,-5.642,0.0535,98.102,186781,4,"['electropop', 'indie pop', 'la indie', 'pop']"
737,Quase Tudo - Ao Vivo | Acústico,Agora É Que São Elas 2 (Ao Vivo | Acústico),Maiara & Maraisa,2018-04-13,198842,52,10xeM2k8J5Q7a1MS6wHGp5,1,0.73,0.69,0.374,0.0,0.115,0.518,-4.846,0.0376,141.833,198843,4,"['batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista']"
738,Prefiro Nem Perguntar - Ao Vivo,Prefiro Nem Perguntar (Ao Vivo),Diego & Victor Hugo,2018-02-23,175786,52,0gmdEIvhPkw7WiNO27WXxr,0,0.337,0.525,0.746,0.0,0.444,0.425,-4.917,0.0508,107.106,175787,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
739,Juramento do Dedinho,Juramento do Dedinho,Mano Walter,2018-04-27,164808,52,4Eco98ezksfnQzVNJCjg9j,0,0.463,0.7120000000000001,0.5479999999999999,0.0,0.13,0.659,-5.487,0.0568,143.912,164809,3,"['forro', 'sertanejo pop', 'sertanejo universitario']"
740,Compartilhando Mágoa,Compartilhando Mágoa,George Henrique & Rodrigo,2018-12-07,170038,52,3M6QJpWhM9NPcBwxTRKLlH,1,0.252,0.795,0.68,0.0,0.212,0.5760000000000001,-4.003,0.071,132.024,170038,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
741,Uma dose,Uma dose,Class A,2018-01-26,171807,52,4bec9kNL2dc6ajcwmaIh2t,0,0.209,0.7190000000000001,0.6940000000000001,0.0,0.133,0.0735,-4.313,0.115,117.062,171807,4,['country rap']
742,Beat do Megatron,Putaria do Kitinho,Mc Kitinho,2018-02-02,173139,52,4pSQwZHPXbjYUkPYyJNrtE,1,0.521,0.63,0.757,0.000223,0.0588,0.726,-2.208,0.301,83.005,173140,5,"['funk carioca', 'funk ostentacao']"
743,Faz a Pose,Faz a Pose,Derek,2018-10-15,126766,52,4xXs9gGGcEDUGmDnuXQXVS,1,0.135,0.8079999999999999,0.693,0.00186,0.659,0.603,-9.532,0.274,162.088,126766,4,"['meme rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
744,Simples e Romântico,Simples e Romântico,Nicolas Germano,2018-01-01,207115,52,7dAbpCdKHAPNONpwGTmGzC,1,0.836,0.6779999999999999,0.149,0.0,0.179,0.498,-11.361,0.0314,106.021,207116,4,['folk brasileiro']
745,Hello?,diary 001,Clairo,2018-05-25,135016,75,7qwt4xUIqQWCu1DJf96g2k,0,0.6409999999999999,0.8390000000000001,0.473,0.000459,0.0939,0.0644,-7.835,0.0607,98.73200000000001,135016,4,"['indie pop', 'modern rock', 'rock']"
746,Desbotequei (Ai Bebê) - Acústico / Ao Vivo,Acústico Show PPA (Acústico / Ao Vivo),Pedro Paulo & Alex,2018-08-03,147040,52,5XeWwlZf786vKxXaekvyyh,1,0.141,0.639,0.555,0.0,0.561,0.487,-9.151,0.0422,132.122,147040,4,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
747,Pot-Pourri: Recado Fatalmente / Derê / Coração Radiante - Ao Vivo,Tardezinha 2 (Ao Vivo),Thiaguinho,2018-06-08,225472,52,78CyWZqXixhBOeIwKHzStE,1,0.581,0.448,0.7240000000000001,0.0,0.975,0.721,-6.912999999999999,0.0354,88.675,225473,4,"['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca']"
748,Vem Meu Amor,"Anavitória Canta Para Foliões De Bloco, Foliões De Avenida E Não Foliões Também",ANAVITÓRIA,2018-02-02,154618,52,5xyVTYGlRwh4XQT8RNJAsy,1,0.774,0.7190000000000001,0.691,0.0,0.136,0.929,-7.165,0.0463,163.965,154618,4,"['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop']"
749,Panic Room,Panic Room,Au/Ra,2018-02-09,237772,74,7uUahoeqGNRMbpdeiLj1rS,1,0.152,0.495,0.426,5.65e-06,0.099,0.0636,-9.434,0.0736,97.91,237773,4,"['deep pop edm', 'indie poptimism', 'pop']"
750,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Origins (Deluxe),Imagine Dragons,2018-11-09,210933,70,2bzitsPcImYC6DZWvvLCQi,1,0.000479,0.634,0.662,0.00142,0.111,0.244,-7.542999999999999,0.0325,90.01100000000001,210933,4,"['modern rock', 'pop', 'rock']"
751,What If (I Told You I Like You),What If (I Told You I Like You),Johnny Orlando,2018-05-18,219186,74,4v7DgEMw6EvYyuQ4eWFD9l,1,0.189,0.735,0.584,0.0,0.125,0.395,-5.047,0.14,93.016,219187,4,"['canadian pop', 'social media pop']"
752,Sompratransa,Sompratransa,Konai,2018-01-19,176169,52,5Y7zUx0khAPj33ptE7d4Om,1,0.562,0.603,0.361,0.0111,0.13,0.333,-11.229,0.169,104.971,176170,4,"['brazilian hip hop', 'pop rap brasileiro']"
753,Reflections,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,2018-11-02,244013,65,2xql0pid3EUwW38AsywxhV,0,0.114,0.648,0.594,0.0462,0.116,0.544,-7.027,0.0293,113.983,244013,4,"['modern alternative rock', 'modern rock', 'pop', 'rock']"
754,Espelho Meu - Ao Vivo,Espelho Meu (Ao Vivo),Henrique & Diego,2018-10-26,161152,52,5vAH9kwRajhfewbqBczqwJ,0,0.203,0.521,0.9179999999999999,0.0,0.579,0.6829999999999999,-3.414,0.0867,185.995,161152,4,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
755,a lot,i am > i was,21 Savage,2018-12-21,288624,79,2t8yVaLvJ0RenpXUIAC52d,1,0.0395,0.8370000000000001,0.636,0.00125,0.342,0.274,-7.643,0.086,145.972,288624,4,"['atl hip hop', 'rap', 'trap']"
756,Rap do Meliodas: Eu Sou o Capitão,Rap do Meliodas: Eu Sou o Capitão,7 Minutoz,2018-06-06,255605,52,67TC27LlugQ6eiHLbv9xtx,0,0.104,0.556,0.8690000000000001,0.0,0.0808,0.13,-5.089,0.125,88.93,255606,4,['nerdcore brasileiro']
757,Tudo Ao Contrário - Ao Vivo,Laje 67 (Ao Vivo),Atitude 67,2018-09-05,180874,52,0TXOFn2yvg64k70DbV45xg,1,0.647,0.691,0.7909999999999999,0.0,0.735,0.787,-7.067,0.107,77.032,180875,4,"['funk carioca', 'pop nacional', 'sertanejo pop']"
758,STOP TRYING TO BE GOD,ASTROWORLD,Travis Scott,2018-08-03,338438,72,1xYpVRspgaLxdJLOTQkTjg,0,0.221,0.588,0.5670000000000001,0.0,0.135,0.113,-3.738,0.0628,150.009,338438,4,['rap']
759,Deixa Queimar,"Som Do Secreto, Vol. 1",Som Do Reino,2018-03-20,465235,52,3Z4rOU7rY27muUAssUZGbM,1,0.114,0.493,0.6759999999999999,0.0,0.109,0.35,-8.818,0.0325,133.873,465235,4,['adoracao']
760,Sacrifice (feat. Jessie Reyez),Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,2018-02-09,209360,65,4LbfLqheRZesqH794Avpd9,0,0.339,0.512,0.469,5.88e-05,0.118,0.291,-7.813,0.0416,126.671,209360,3,"['reggaeton', 'reggaeton flow']"
761,Consequences,Camila,Camila Cabello,2018-01-12,178466,72,7sTtHHrD0zDpmzQzH3zegz,1,0.889,0.455,0.292,0.0,0.106,0.43,-6.792000000000001,0.0563,84.339,178467,5,"['dance pop', 'pop', 'post-teen pop']"
762,Right Now,Right Now,Nick Jonas,2018-08-24,201680,67,43wzy7JxMEfvCh8ZFeZKYk,0,0.0104,0.597,0.7509999999999999,0.0,0.0912,0.568,-4.982,0.193,103.956,201680,4,"['dance pop', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
763,Scotch,Elevate,Sidoka,2018-12-28,221500,52,4qqT68UURRP6lPHiI9TApM,1,0.531,0.629,0.667,0.0,0.102,0.183,-6.547999999999999,0.311,129.954,221500,4,"['brazilian hip hop', 'rap mineiro']"
764,Logo agora,Logo agora,MAR ABERTO,2018-06-22,187573,52,0QSDHO1XzAfnjv3Owv3PvG,1,0.606,0.645,0.382,0.0,0.115,0.51,-10.102,0.058,83.00299999999999,187573,4,"['folk brasileiro', 'nova mpb']"
765,Quem Foi Que Soprou - Ao Vivo | Acústico,Agora É Que São Elas 2 (Ao Vivo | Acústico),Maiara & Maraisa,2018-04-13,211456,52,5GiGLOHzFcYiy3qIZKr7EL,1,0.568,0.743,0.767,0.0,0.115,0.5489999999999999,-3.816,0.0684,96.094,211456,4,"['batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista']"
766,Dia X - Ao Vivo,Atitude 67 (Ao Vivo),Atitude 67,2018-02-23,174906,51,0jyk4jjgm4j1gUqMg4Z7Tw,1,0.452,0.721,0.8009999999999999,0.0,0.667,0.745,-5.406000000000001,0.243,87.96,174907,4,"['funk carioca', 'pop nacional', 'sertanejo pop']"
767,Polaroid,Polaroid,YUNG LIXO,2018-04-23,182177,52,5wANYA5Nuw4HTjUlOvesUq,1,0.401,0.674,0.542,0.00262,0.103,0.194,-9.467,0.101,140.005,182178,4,['trap brasileiro']
768,Deusa Do Amor - Ao Vivo,Ofertório (Ao Vivo),Caetano Veloso,2018-05-25,294299,53,2Z6R74YWSGzE1a0BMahvHV,0,0.943,0.477,0.123,0.00156,0.535,0.348,-15.851,0.0349,80.001,294299,5,"['bossa nova', 'mpb', 'samba de roda', 'tropicalia']"
769,Jurei/Odin,Colírio da Cólera,Fabio Brazza,2018-11-29,202108,51,1Zd1T3T45QW6Pv8U0l0uPT,0,0.7759999999999999,0.6809999999999999,0.369,0.0,0.0894,0.862,-10.76,0.38,174.909,202109,4,['brazilian hip hop']
770,Love Song (A Maior Dor de um Homem),Love Song (A Maior Dor de um Homem),Sabotage,2018-11-23,256000,52,2AJ38vlRg3hEJ3m1iAJRyt,1,0.182,0.765,0.484,0.0,0.114,0.535,-9.103,0.132,90.103,256000,4,"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap']"
771,All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,2018-12-10,165819,86,4VXIryQMWpIdGgYR4TrjT1,1,0.0769,0.6709999999999999,0.529,0.000335,0.0856,0.203,-7.226,0.307,161.989,165820,4,"['chicago rap', 'melodic rap']"
772,Ghost Of You,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,197411,75,1MhXdlCQPnO56T57MfmaRm,1,0.0965,0.458,0.561,0.0,0.156,0.206,-4.819,0.0269,149.875,197411,3,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
773,Primeira Vista,Primeira Vista,Various Artists,2018-09-10,232800,51,0ygdZoL2e8cyzdpfzM1iwi,0,0.296,0.743,0.502,0.0,0.0912,0.281,-10.044,0.0631,100.004,232800,4,"['reggaeton', 'reggaeton flow']"
774,Te Amo e Não Te Quero / Deixei de Ser Cowboy por Ela / Bem aos Olhos da Lua / Por Amor Te Deixo Ir - Ao Vivo,No Pelo (Ao Vivo),Hugo & Guilherme,2018-01-12,333296,51,7gLLaPOIl94DB6svIatqKL,1,0.65,0.434,0.67,0.0,0.158,0.664,-4.171,0.051,137.483,333296,4,['sertanejo pop']
775,Tardes Que Nunca Acabam,Tardes Que Nunca Acabam,Baco Exu do Blues,2018-08-30,138556,51,1WApPGOopGWJ1P1RmRC36K,0,0.0993,0.332,0.696,1.49e-06,0.0893,0.239,-10.283,0.0817,103.704,138557,4,"['brazilian hip hop', 'pop rap brasileiro', 'rap baiano', 'trap brasileiro']"
776,Us,Electric Light,James Bay,2018-05-18,181360,74,16XiTUC2rQvb5lmtOm3FYY,1,0.177,0.5589999999999999,0.473,1.5e-06,0.108,0.341,-4.147,0.0364,69.973,181360,4,"['modern rock', 'neo mellow', 'pop', 'pop rock']"
777,Murder On My Mind,I AM YOU,YNW Melly,2018-08-03,268434,81,7eBqSVxrzQZtK2mmgRG6lC,0,0.145,0.759,0.73,3.06e-06,0.11,0.74,-7.985,0.0516,115.007,268434,4,"['melodic rap', 'rap']"
